a,b,labels
CO[C@@H]1O[C@]2(C)CC(=O)[C@H]3C[C@]2(O)[C@]31COC(=O)c1ccccc1,[H]OC([H])(C([H])([H])[H])C(O[H])(C(=O)O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@]3([H])C([H])([H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@@]4([H])[C@@]5(O[H])[C@@]([H])(C([H])([H])[C@]24O[C@]13O[H])[C@]1([H])C([H])([H])N2C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])C(O[H])(C([H])([H])[H])[C@@]1([H])[C@@]([H])(O[H])[C@]5([H])OC(=O)C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],1
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,[H][C@]12[C@@H](CC[C@@]1(CC[C@]1(C)[C@]2([H])CC[C@]2([H])[C@@]3(C)CCC(=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O)C(C)=C,1
O=C(O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,O[C@H]1CN2Cc3cc4c(cc3[C@@H]3[C@H]5NCCC[C@H]5C=C1[C@H]32)OCO4,0
O=C1C=CC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,[H][C@]12[C@@H](CC[C@@]1(CC[C@]1(C)[C@]2([H])CC[C@]2([H])[C@@]3(C)CCC(=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O)C(C)=C,1
CC1=C(O)C(=O)c2c(ccc3c2CCCC3(C)C)C1=O,CO[C@@]12C[C@]3(C)O[C@H](O1)[C@]1(COC(=O)c4ccccc4)[C@H]2C[C@]31O,0
C=C[C@@](C)(O)CC[C@@]1(C)C(=C)CC[C@H]2C(C)(C)CCC[C@@]21C,O=C1CCCC2=C3CCCN4CCC[C@@H](CN12)[C@@H]34,0
CC1=CCCc2c1ccc1c2C(=O)C(=O)C2=C1OC[C@H]2C,C[C@]12C[C@H](O)[C@@H]3C[C@@]1(O[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O)[C@]3(COC(=O)c1ccccc1)C(=O)O2,0
O=C1C[C@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,CO[C@@H]1O[C@@]2(C)CC(=O)[C@H]3C[C@@]2(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@]31CO,0
Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCC[C@@]2(O)CO,C=Cc1ncc(OC)c2c3ccccc3n(OC)c12,0
Oc1ccc2c(c1)OC[C@@H]1c3cc4c(cc3O[C@H]21)OCO4,COc1ccc(/C=C\C(=O)O[C@@H]2[C@@H](OC(C)=O)[C@H](C)O[C@H](O[C@@H]3[C@@H]4O[C@]4(CO)[C@H]4[C@H](O)OC=C[C@@H]34)[C@H]2OC(C)=O)cc1,0
CC(C)C1=Cc2ccc3c(c2C(=O)C1=O)CCCC3(C)C,C[C@@]12C[C@@]3(O)O[C@@H](O1)[C@]1(COC(=O)c4ccccc4)[C@H]3C[C@]21O,0
Cc1cc2ccc3c(c2cc(O)c1=O)CCCC3(C)C,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0
COc1cc(O)c2c(=O)c3c(OC)c(O)ccc3oc2c1,CC1(C)C=Cc2c(ccc(-c3coc4cc(O)cc(O)c4c3=O)c2O)O1,1
C=C(C)[C@@]12O[C@@]3(/C=C/C=C/CCCCC)O[C@@H]1[C@@H]1[C@@H]4O[C@]4(CO)[C@H](O)[C@]4(O)C(=O)C(C)=C[C@@H]4[C@@]1(O3)[C@H](C)[C@H]2OC(=O)c1ccccc1,CC(C)=CCc1c(O)cc(O)c2c1O[C@H](c1ccccc1)[C@@H](O)C2=O,1
COc1cc(-c2oc3c(OC)cc(CCCO)cc3c2C=O)ccc1O,O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,0
C[C@]1(OC(=O)/C=C/c2ccccc2)C[C@@H](O)[C@]2(O)C=CO[C@H](O)[C@H]12,COc1ccc([C@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,0
Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CC[C@@H](O)[C@H]2CO,CCCCCCCC/C=C\CCCCCCCC(=O)OCC,0
Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1[C@H](O)CCC2(C)C,CC1(C)C=Cc2c(ccc3c2O[C@H]2c4ccc(O)cc4OC[C@@H]32)O1,0
Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CC[C@@H](O)[C@]2(C)O,O=C1C=CC[C@@H]2[C@H]3CCCN4CCC[C@H](CN12)[C@H]34,0
C=C(C)[C@@]12O[C@@]3(/C=C/C=C/CCCCC)O[C@@H]1[C@@H]1[C@@H]4O[C@]4(CO)[C@H](O)[C@]4(O)C(=O)C(C)=C[C@@H]4[C@@]1(O3)[C@H](C)[C@H]2OC(=O)c1ccccc1,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,1
O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@@](O)(CN12)[C@H]34,C[C@@]12C[C@H]3O[C@@H]4O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@]34C[C@@H]1[C@@]4(COC(=O)c1ccccc1)C(=O)O2,0
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CC(C)c1cc2c(cc1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2=O,0
CC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@H]3C=CO[C@H](O[C@@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]4O)[C@H]3[C@]3(CO)O[C@H]23)[C@H](OC(C)=O)[C@@H]1OC(=O)/C=C\c1ccccc1,COc1ccc([C@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,0
Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1[C@H](O)CCC2(C)C,CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@@]2(CC=C(C)C)C(=O)[C@]1(C(=O)C(C)C)C(=O)C(CC=C(C)C)=C2O,0
Cc1cccc2c3c(ccc12)-c1occ(CO)c1C(=O)C3=O,CCO[C@@]12C[C@H]3O[C@@H](O1)[C@@]1(COC(=O)c4ccccc4)[C@@H]2C[C@@]31O,0
CCO[C@H]1O[C@@H]2CC[C@@H](C(=O)C2)[C@@]1(O)COC(=O)c1ccccc1,C[C@H]1CC[C@H]2N(C1)C[C@@H]1[C@H](CC[C@H]3[C@@H]4CC(=O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4C[C@H]31)[C@]2(C)O,1
C/C=C/CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](/C=C(\C)C(=O)OC)C2(C)C)CC1=O,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,0
O=c1cccc2n1C[C@@H]1CCCN3CCC[C@H]2[C@H]13,O[C@H]1CN2Cc3cc4c(cc3[C@@H]3[C@H]5NCCC[C@H]5C=C1[C@H]32)OCO4,0
Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CC[C@@H](O)[C@@]2(C)O,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)C1=NC[C@@H](C)CC1,1
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,COc1cc(O)c2c(c1Cc1ccc(O)cc1)CCc1cc(O)ccc1-2,0
COc1ccc([C@H]2Oc3cc(O[C@@H]4O[C@H](CO[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)ccc3C(=O)[C@@H]2O)cc1,O[C@H]1CN2Cc3cc4c(cc3[C@@H]3[C@H]5NCCC[C@H]5C=C1[C@H]32)OCO4,0
O=C1C[C@H](c2ccccc2)NCCCCN(C(=O)c2ccccc2)CCCN1,Oc1ccc2c(c1)OC[C@@H]1c3cc4c(cc3O[C@H]21)OCO4,0
CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCC(C)C,COc1cc(C(=O)[C@@H](CO)c2ccc(O)c(OC)c2)ccc1O,0
CC(=O)O[C@H]1CC[C@]23C[C@]24CC[C@]2(C)[C@@H]([C@H](C)CCC=C(C)C)CC[C@@]2(C)[C@@H]4CC[C@H]3C1(C)C,Cc1cccc2c3c(ccc12)-c1occ(CO)c1C(=O)C3=O,0
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,O=c1cccc2n1C[C@H]1C[C@@H]2CN2CCCC[C@H]12,0
CC(=O)C[C@@]1(O)C(=O)C2=C(OC[C@@H]2C)c2ccc3c(c21)CCCC3(C)C,COc1ccc(-c2coc3cc(O[C@@H]4O[C@H](CO[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@@H]4O)ccc3c2=O)cc1,0
CCCCCCCC/C=C\CCCCCCCC(=O)OCC,O=C1c2c(O)cc(O)cc2O[C@@H](c2ccc(O)c(O)c2)[C@H]1O,0
Cc1cccc2c3c(ccc12)C=C(C(C)C)C(=O)C3=O,OC[C@@H]1O[C@H](OOc2ccc3c(c2)OC[C@H]2c4cc5c(cc4O[C@@H]32)OCO5)[C@@H](O)[C@H](O)[C@@H]1O,0
CC1(C)O[C@@]2(C)CC[C@@H]1C[C@@H]2O[C@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](OC2=C(\C=C\C3=CC=C(O)C=C3)C=C(O)C=C2O)[C@H](O)[C@@H](O)[C@@H]1O,1
CC(C)c1cc2ccc3c(c2c(O)c1O)C(=O)CCC3(C)C,CC(C)=CCc1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(O)cc3)oc12,0
O=C1C=CC[C@@H]2[C@@H]3CCCN4CCC[C@H](CN12)[C@@H]34,C[C@H]1CC[C@@H]2N(C1)C[C@@H]1[C@H](CC[C@H]3[C@@H]4C[C@H](O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4C[C@H]31)[C@]2(C)O,1
CC1=C[C@@H](O)CC(C)(C)[C@@H]1/C=C/C(C)=C/C=C/C(C)=C\C=C\C=C(C)/C=C\C=C(/C)[C@H]1C=C2C(C)(C)C[C@@H](O)C[C@@]2(C)O1,O=C1C=CC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,0
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,0
Cc1ccc2c3c1CCCC(C)(C)[C@@]3(O)C(=O)C(C(C)C)=C2,COc1ccc([C@H]2Oc3cc(O)ccc3C(=O)[C@@H]2O)cc1,0
CN1CCc2cc3c(cc2C(=O)Cc2ccc4c(c2C1)OCO4)OCO3,CC(=O)C[C@@]1(O)C(=O)C2=C(OC[C@@H]2C)c2ccc3c(C)cccc3c21,0
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,OC[C@H]1O[C@@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,1
C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,[H][C@@]12C[C@H](C)CN[C@@]1([H])[C@@H](C)[C@@]1(CC[C@]3([H])C(C(=O)[C@@]4([H])[C@@]3([H])CC=C3C[C@@H](O)CC[C@]43C)=C1C)O2,1
CC[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CC(C)=CCc1c(O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O,0
Cc1cccc2c3c(ccc12)-c1occ(CO)c1C(=O)C3=O,COc1cc2oc(=O)ccc2cc1O,1
O=C(O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,O=C1C[C@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,0
CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12,OC[C@H]1O[C@@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,1
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,C[C@H]1CC[C@H]2N(C1)C[C@@H]1[C@H](CC[C@H]3[C@@H]4C[C@@H](O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4C[C@H]31)[C@]2(C)O,0
O=C(O)[C@@H]1Cc2ccc(O)c3c2C(=Cc2ccc(O)c(O)c2O3)C1=O,[H]OC([H])(C([H])([H])[H])C(O[H])(C(=O)O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@]3([H])C([H])([H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@@]4([H])[C@@]5(O[H])[C@@]([H])(C([H])([H])[C@]24O[C@]13O[H])[C@]1([H])C([H])([H])N2C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])C(O[H])(C([H])([H])[H])[C@@]1([H])[C@@]([H])(O[H])[C@]5([H])OC(=O)C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],1
O=C1C[C@H](c2ccc(O)cc2)Oc2cc(O)ccc21,[H]OC([H])(C([H])([H])[H])C(O[H])(C(=O)O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@]3([H])C([H])([H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@@]4([H])[C@@]5(O[H])[C@@]([H])(C([H])([H])[C@]24O[C@]13O[H])[C@]1([H])C([H])([H])N2C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])C(O[H])(C([H])([H])[H])[C@@]1([H])[C@@]([H])(O[H])[C@]5([H])OC(=O)C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],1
Cc1cccc2c3c(ccc12)-c1occ(CO)c1C(=O)C3=O,CC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@H]3C=CO[C@H](O[C@@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]4O)[C@H]3[C@]3(CO)O[C@H]23)[C@H](OC(C)=O)[C@@H]1OC(=O)/C=C\c1ccccc1,0
CC1(C)C=Cc2c(ccc3c2O[C@H]2c4ccc(O)cc4OC[C@@H]32)O1,CCO[C@@]12C[C@H]3O[C@@H](O1)[C@@]1(COC(=O)c4ccccc4)[C@@H]2C[C@@]31O,0
O=C(/C=C\c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,O=C1C[C@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,0
Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CC[C@@H](O)[C@]2(C)O,O=C1CC=C[C@@H]2[C@H]3CCCN4CCC[C@H](CN12)[C@H]34,0
Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CC[C@@H](O)[C@]2(C)O,[H][C@@]12C[C@]34O[C@@]5(O)[C@H](CC[C@@]3(C)[C@@]5([H])C[C@@H](O)[C@@]4([H])[C@]1(O)[C@@H](OC(=O)[C@H](C)CC)[C@H](O)[C@@]1([H])[C@@]2([H])CN2C[C@@H](C)CC[C@@]2([H])[C@@]1(C)O)OC(C)=O,1
CC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@H]3C=CO[C@H](O[C@@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]4O)[C@H]3[C@]3(CO)O[C@H]23)[C@H](OC(C)=O)[C@@H]1OC(=O)/C=C\c1ccccc1,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,0
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,CCCCCCCCCCCCCC/C=C/CCCC(=O)O,1
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,O=C(/C=C\c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,0
C[C@H](CO)C1=C(O)c2ccc3c(c2C(=O)C1=O)CCCC3(C)C,C[C@@]12CC(=O)[C@H]3C[C@]1(O)O[C@@H](O2)[C@@H]3COC(=O)c1ccccc1,0
O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@@](O)(CN12)[C@H]34,[H][C@@]12C[C@H](C)CN[C@@]1([H])[C@@H](C)[C@@]1(CC[C@]3([H])C(C(=O)[C@@]4([H])[C@@]3([H])CC=C3C[C@@H](O)CC[C@]43C)=C1C)O2,1
O=C(O)[C@@H]1Cc2ccc(O)c3c2C(=Cc2ccc(O)c(O)c2O3)C1=O,O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@H]34,0
C[C@H]1CC[C@H]2[C@@H](C)[C@@H]3CC[C@H]4[C@@H]5CC(=O)[C@H]6C[C@@H](O)CC[C@]6(C)[C@H]5C[C@H]4[C@@H]3CN2C1,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CCCC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,1
C=C1CCCc2c1ccc1c2C(=O)C(=O)c2c(C)coc2-1,C[C@@]12C[C@@]3(O)O[C@@H](O1)[C@]1(COC(=O)c4ccccc4)[C@H]3C[C@]21O,0
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,CC1(C)C=Cc2c(O)ccc([C@@H]3COc4cc(O)cc(O)c4C3=O)c2O1,1
COc1ccc([C@H]2COc3cc(O)ccc3C2=O)cc1,C=C1[C@H](OC(C)=O)[C@H](OC(=O)c2ccccc2)[C@@H](OC(C)=O)C(C)(C)[C@H]2O[C@](O)([C@H](C)C2=O)[C@@]2(OC(C)=O)C[C@H](C)[C@@H](OC(C)=O)[C@@H]2[C@@H]1OC(C)=O,0
c1cc2c(cc1[C@H]1OC[C@@H]3[C@@H](c4ccc5c(c4)OCO5)OC[C@H]13)OCO2,[H][C@@]12C[C@]34O[C@]5(O)[C@H](CC[C@@]3(C)[C@]5([H])C[C@@H](O)[C@@]4([H])[C@]1(O)[C@@H](OC(=O)[C@@](C)(O)CC)[C@H](O)[C@@]1([H])[C@@]2([H])CN2C[C@@H](C)CC[C@@]2([H])[C@@]1(C)O)OC(=O)[C@H](C)CC,1
COc1cc(O[C@H]2O[C@H](CO[C@H]3OC[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H](O)[C@@H]2O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1,CC1(C)C=Cc2c(ccc3cc(-c4ccc(O)cc4O)c(=O)oc23)O1,1
Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CC[C@@H](O)[C@H]2CO,O=C(O)CC(=O)OC[C@H]1O[C@@H](Oc2ccc3c(c2)OC[C@H]2c4cc5c(cc4O[C@@H]32)OCO5)[C@H](O)[C@@H](O)[C@@H]1O,0
O[C@H]1CN2Cc3cc4c(cc3[C@@H]3[C@H]5NCCC[C@H]5C=C1[C@H]32)OCO4,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0
C=C[C@@](C)(O)CC[C@@]1(C)C(=C)CC[C@H]2C(C)(C)CCC[C@@]21C,COC1=CC(=CC(OC)=C1O)C1OCC2C1COC2C1=CC(OC)=C(O)C(OC)=C1,1
Cc1ccc2c3c4c(ccc13)C(C)(C)OC4=C(C(C)C)C2=O,O=C1C=CC[C@@H]2[C@H]3CCCN4CCC[C@H](CN12)[C@H]34,0
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,O=C1C=CC[C@@H]2[C@@H]3CCCN4CCC[C@H](CN12)[C@@H]34,0
CC(C)c1cc2c(cc1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2=O,CO[C@@H]1O[C@@]2(C)CC(=O)[C@H]3C[C@@]2(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@]31CO,0
O=C(O)/C=C/c1ccc(O)c(O)c1/C=C/c1ccc(O)c(O)c1,CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@@]2(CC=C(C)C)C(=O)[C@]1(C(=O)C(C)C)C(=O)C(CC=C(C)C)=C2O,0
O=C1CCC[C@@H]2[C@H]3C[C@H](O)CN4CCC[C@@](O)(CN12)[C@@H]34,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,0
CC1(C)C2=CC=C3C(=CC[C@@]4(C)[C@H]5C[C@@](C)(CO)CC[C@]5(C)CC[C@]34C)[C@@]2(C)CC[C@H]1O,COc1cc2c(cc1O)C[C@H]1c3c(cc(OC)c(O)c3-2)CCN1C,1
C[C@H]1CC[C@@H]2N(C1)C[C@@H]1[C@H](CC[C@H]3[C@@H]4CC(=O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4C[C@H]31)[C@]2(C)O,O=C(O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,0
COc1ccc(C[C@H]2COC(=O)/C2=C\c2ccc3c(c2)OCO3)cc1OC,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,0
Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCC[C@@]2(O)CO,O=C1CCCC2=C3CCCN4CCC[C@@H](CN12)[C@H]34,0
CC1(C)CCC[C@@](C)([C@H]2CC[C@]3(C)[C@H]2[C@H](O)C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@H]4CC[C@]23C)O1,COc1ccc(-c2coc3cc(O[C@@H]4O[C@H](CO[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@@H]4O)ccc3c2=O)cc1,0
COc1ccc([C@H]2Oc3cc(O)ccc3C(=O)[C@@H]2O)cc1,CCO[C@@]12C[C@H]3O[C@@H](O1)[C@@]1(COC(=O)c4ccccc4)[C@@H]2C[C@@]31O,0
C[C@]12CC(=O)[C@@H]3C[C@@]1(O)O[C@H](O2)[C@@H]3COC(=O)c1ccccc1,[H][C@@]12C[C@]34O[C@]5(O)[C@H](CC[C@@]3(C)[C@]5([H])[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@]4([H])[C@]1(O)[C@@H](OC(=O)[C@H](C)CC)[C@H](O)[C@@]1([H])[C@@]2([H])CN2C[C@@H](C)CC[C@@]2([H])[C@@]1(C)O)OC(=O)[C@@](C)(O)CC,1
Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C=O)cccc12,O=c1cc(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,0
COc1cc(O)c2c(c1Cc1ccc(O)cc1)CCc1cc(O)ccc1-2,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CCCC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,1
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@H](C)CO1,0
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,C=C1[C@@H]2C[C@]3([C@@H]4C[C@@H]5[C@]6([C@@H](O)CC[C@@]5(C)CN(CC)[C@H]46)[C@@H]3C[C@@H]2O)[C@@H]1O,1
CC(=O)c1c(O)c(C(C)C)cc2c(c1=O)[C@@]13CCCC(C)(C)[C@@H]1C(=O)[C@@H]2OC3=O,CO[C@@]12C[C@]3(C)O[C@H](O1)[C@]1(COC(=O)c4ccccc4)[C@H]2C[C@]31O,0
C[C@H]1COC2=C1C(=O)C(O)=C1C2=CC(=O)C2=C1CCCC2(C)C,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@@]21C)C(C)C,0
CC(C)=CC/C=C(/C)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@H]3[C@H](O)C[C@]12C,CC(C)C1=C(O)C(=O)c2c(ccc3c2CCCC3(C)C)C1=O,0
COc1cc2c(cc1O)O[C@@H]1c3ccc(O)cc3OC[C@H]21,c1cc2c(cc1[C@H]1OC[C@@H]3[C@H]1CO[C@H]3c1ccc3c(c1)OCO3)OCO2,0
CCCCCCCCCCCC(=O)O[C@@]12C[C@@H](C)[C@]34C=C(C)[C@H](OC(=O)[C@@H](C)C(C)C)[C@@]3(O)[C@H](O)C(C)=C[C@@H](C4=O)[C@@H]1C2(C)C,CC1(C)C=Cc2c(ccc(-c3coc4cc(O)cc(O)c4c3=O)c2O)O1,1
Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CC[C@@H](O)[C@]2(C)O,OC[C@H]1O[C@@H](OC2=C(\C=C\C3=CC=C(O)C=C3)C=C(O)C=C2O)[C@H](O)[C@@H](O)[C@@H]1O,1
C=C1c2ccc3c(c2CC[C@@H]1O)C(=O)C(=O)c1c(C)coc1-3,COc1ccc(-c2coc3cc(O[C@@H]4O[C@H](CO[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@@H]4O)ccc3c2=O)cc1,0
CC(C)=CC/C=C(/C)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@H]3[C@H](O)C[C@]12C,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CC[C@@H](O)[C@@]2(C)O,0
O=C(O)[C@@H]1Cc2ccc(O)c3c2C(=Cc2ccc(O)c(O)c2O3)C1=O,CC(C)=CCc1c(O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O,0
Cc1cccc2c3c(ccc12)C(O)=C([C@H](C)CO)C(=O)C3=O,C[C@H]1CC[C@H]2N(C1)C[C@@H]1[C@H](CC[C@H]3[C@@H]4CC(=O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4C[C@H]31)[C@]2(C)O,1
